order_item_id,order_id,product_id,quantity,unit_price,discount
114,49,8,5,314.61,0
115,50,28,2,120.31,0.1
116,50,24,2,257.36,0.05
117,50,10,4,138.55,0
118,50,4,2,255.55,0.15
119,51,23,1,163.2,0.1
120,51,29,1,155.29,0.1
121,51,12,2,204.04,0.15
122,51,15,4,186.42,0
123,52,8,3,314.61,0
124,52,10,4,138.55,0.15
125,53,3,2,84.51,0.1
126,53,7,1,54.0,0
127,54,4,2,255.55,0.05
128,54,18,3,90.87,0.05
129,54,12,3,204.04,0
130,54,25,1,110.84,0
131,55,7,3,54.0,0
132,56,22,3,195.36,0
133,57,18,4,90.87,0
134,57,24,2,257.36,0
135,57,8,1,314.61,0
136,57,4,2,255.55,0
137,58,19,5,249.49,0
138,59,26,3,266.19,0
139,59,5,1,208.06,0.05
140,59,3,1,84.51,0
141,59,29,5,155.29,0.05
142,60,6,2,110.86,0
143,60,12,3,204.04,0.05
144,60,7,2,54.0,0
145,60,30,5,34.5,0.1
146,61,29,1,155.29,0
147,61,18,4,90.87,0
148,61,16,4,245.64,0
149,61,2,5,192.11,0
150,62,16,4,245.64,0
151,62,18,5,90.87,0.1
152,62,26,3,266.19,0.05
153,63,1,3,227.98,0
154,63,29,4,155.29,0.1
155,64,9,1,91.0,0
156,64,18,5,90.87,0.05
157,65,26,3,266.19,0.1
158,65,24,1,257.36,0.15
159,65,23,3,163.2,0.1
160,66,18,1,90.87,0
161,66,10,1,138.55,0
162,66,6,5,110.86,0
163,66,16,1,245.64,0.1
164,67,26,3,266.19,0.15
165,67,5,2,208.06,0
166,68,25,5,110.84,0
167,68,4,1,255.55,0
168,69,11,3,65.78,0
169,70,6,5,110.86,0
170,70,23,2,163.2,0.15
171,70,18,5,90.87,0
172,71,24,5,257.36,0.05
173,71,1,5,227.98,0
174,72,21,1,146.97,0.05
175,72,19,2,249.49,0
176,73,21,1,146.97,0.15
177,73,29,3,155.29,0.05
178,74,12,3,204.04,0
179,75,6,4,110.86,0
180,75,29,5,155.29,0.05
181,75,14,1,162.75,0.05
182,75,16,5,245.64,0.15
183,76,10,1,138.55,0
184,77,6,1,110.86,0
185,77,24,5,257.36,0.1
186,77,3,4,84.51,0.15
187,77,18,1,90.87,0.05
188,78,4,3,255.55,0
189,79,22,1,195.36,0
190,79,10,4,138.55,0.1
191,79,8,5,314.61,0.05
192,80,10,5,138.55,0.05
193,81,3,1,84.51,0
194,81,16,4,245.64,0.05
195,81,28,4,120.31,0.15
196,82,6,3,110.86,0
197,82,12,4,204.04,0
198,82,29,3,155.29,0.05
199,82,13,4,38.88,0
200,83,3,3,84.51,0.1
201,84,27,4,168.64,0.1
202,85,16,1,245.64,0.05
203,85,10,1,138.55,0.1
204,86,7,2,54.0,0
205,86,26,1,266.19,0.05
206,87,11,1,65.78,0
207,87,30,4,34.5,0.1
208,87,24,4,257.36,0.1
209,88,26,5,266.19,0.1
210,89,19,1,249.49,0
211,89,25,5,110.84,0
212,90,13,5,38.88,0.1
213,90,21,4,146.97,0
214,90,16,2,245.64,0
215,91,2,2,192.11,0
216,91,13,4,38.88,0
217,91,29,3,155.29,0
218,91,11,3,65.78,0
219,92,28,2,120.31,0
220,93,20,4,112.54,0
221,93,21,4,146.97,0.15
222,93,3,4,84.51,0.1
223,93,7,3,54.0,0
224,94,5,5,208.06,0
225,94,25,2,110.84,0
226,94,28,2,120.31,0
227,94,17,2,182.53,0
228,95,12,5,204.04,0.05
229,95,27,1,168.64,0.15
230,95,15,1,186.42,0
231,96,19,3,249.49,0.15
232,96,18,1,90.87,0
233,96,12,1,204.04,0.05
234,96,6,1,110.86,0
235,97,9,4,91.0,0.1
236,97,21,1,146.97,0.15
237,98,8,3,314.61,0.1
238,99,14,3,162.75,0.05
239,99,29,3,155.29,0
240,99,13,4,38.88,0
241,100,18,5,90.87,0
242,100,21,3,146.97,0.15
243,100,20,1,112.54,0.05
244,101,9,3,91.0,0
245,101,21,2,146.97,0.1
246,101,23,2,163.2,0
247,102,24,4,257.36,0
248,102,1,3,227.98,0.05
249,103,11,2,65.78,0.15
250,103,24,5,257.36,0.15
251,104,28,5,120.31,0
252,104,6,3,110.86,0
253,104,27,4,168.64,0
254,105,21,3,146.97,0
255,105,3,3,84.51,0.05
256,105,8,3,314.61,0
257,106,28,5,120.31,0.1
258,107,28,4,120.31,0.1
259,108,11,5,65.78,0.05
260,108,14,2,162.75,0
261,109,11,1,65.78,0
262,109,21,4,146.97,0
263,110,5,5,208.06,0.05
264,111,1,3,227.98,0
265,111,2,3,192.11,0.1
266,111,18,2,90.87,0
267,111,7,1,54.0,0.15
268,112,5,5,208.06,0.1
269,112,4,3,255.55,0
270,112,13,1,38.88,0
271,113,14,2,162.75,0
272,113,29,4,155.29,0
273,113,22,2,195.36,0
274,114,7,1,54.0,0.1
275,114,24,5,257.36,0
276,115,13,3,38.88,0.1
277,116,21,1,146.97,0
278,117,18,3,90.87,0.05
279,118,10,4,138.55,0.15
280,119,14,1,162.75,0.1
281,119,27,5,168.64,0
282,120,25,5,110.84,0
283,120,9,3,91.0,0.15
284,121,30,3,34.5,0
285,121,7,1,54.0,0
286,121,23,1,163.2,0
287,121,16,5,245.64,0.15
288,122,24,1,257.36,0
289,123,2,1,192.11,0
290,123,4,3,255.55,0.15
291,123,27,3,168.64,0.05
292,123,6,1,110.86,0
293,124,11,4,65.78,0.1
294,124,12,3,204.04,0.15
295,125,13,4,38.88,0.15
296,125,15,4,186.42,0.05
297,125,9,2,91.0,0
298,125,27,2,168.64,0.15
299,126,26,2,266.19,0.1
300,126,19,4,249.49,0
301,126,22,5,195.36,0
302,126,15,2,186.42,0.05
303,127,3,3,84.51,0.15
304,128,22,3,195.36,0.1
305,128,28,5,120.31,0.15
306,129,16,4,245.64,0
307,129,12,5,204.04,0.1
308,130,28,4,120.31,0
309,130,16,2,245.64,0
310,130,6,3,110.86,0
311,130,3,5,84.51,0
312,131,3,4,84.51,0.1
313,131,15,4,186.42,0
314,132,24,4,257.36,0.05
315,132,21,1,146.97,0.1
316,132,1,5,227.98,0
317,132,4,1,255.55,0.1
318,133,21,4,146.97,0
319,133,22,3,195.36,0
320,134,23,1,163.2,0
321,134,22,2,195.36,0
322,134,12,3,204.04,0
323,134,15,3,186.42,0.1
324,135,16,4,245.64,0
325,135,5,3,208.06,0.1
326,136,27,3,168.64,0
327,136,26,4,266.19,0
328,136,7,5,54.0,0
329,136,23,4,163.2,0.05
330,137,18,4,90.87,0.1
331,138,24,2,257.36,0
332,138,27,4,168.64,0.15
333,139,9,3,91.0,0
334,139,13,4,38.88,0
335,140,27,3,168.64,0.15
336,140,23,5,163.2,0.15
337,140,18,2,90.87,0
338,141,23,2,163.2,0.1
339,141,21,5,146.97,0.15
340,142,18,5,90.87,0.15
341,142,16,4,245.64,0.15
342,142,19,5,249.49,0
343,143,1,4,227.98,0
344,144,10,3,138.55,0
345,144,22,1,195.36,0.15
346,145,12,4,204.04,0
347,146,8,3,314.61,0.15
348,146,17,1,182.53,0.05
349,146,26,4,266.19,0.05
350,146,23,3,163.2,0.1
351,147,27,3,168.64,0.1
352,147,8,5,314.61,0.15
353,147,30,5,34.5,0
354,147,21,2,146.97,0
355,148,24,1,257.36,0.05
356,148,17,1,182.53,0.05
357,149,1,2,227.98,0
358,149,11,2,65.78,0
359,149,15,5,186.42,0
360,150,3,3,84.51,0.1
361,150,26,2,266.19,0
362,150,23,5,163.2,0
363,151,3,2,84.51,0.15
364,151,12,3,204.04,0
365,151,8,3,314.61,0
366,151,29,2,155.29,0.1
367,152,22,3,195.36,0.05
368,153,30,3,34.5,0.1
369,153,26,3,266.19,0
370,153,4,5,255.55,0
371,153,13,5,38.88,0.1
372,154,11,1,65.78,0
373,154,17,2,182.53,0.1
374,155,28,4,120.31,0
375,155,22,2,195.36,0.1
376,156,24,2,257.36,0
377,157,2,2,192.11,0
378,158,13,3,38.88,0
379,158,15,4,186.42,0.15
380,158,21,1,146.97,0.1
381,158,14,1,162.75,0.15
382,159,12,5,204.04,0
383,160,13,4,38.88,0
384,160,27,5,168.64,0
385,160,22,2,195.36,0.15
386,160,1,4,227.98,0.1
387,161,1,5,227.98,0
388,161,18,1,90.87,0
389,161,28,1,120.31,0.1
390,162,10,2,138.55,0.15
391,163,6,5,110.86,0
392,163,8,2,314.61,0
393,164,10,1,138.55,0
394,165,5,2,208.06,0
395,165,22,3,195.36,0.1
396,165,21,1,146.97,0
397,166,23,5,163.2,0.1
398,166,19,3,249.49,0
399,166,5,4,208.06,0
400,167,9,3,91.0,0.05
401,167,27,4,168.64,0.05
402,167,12,3,204.04,0
403,167,5,4,208.06,0.1
404,168,27,3,168.64,0
405,169,24,1,257.36,0
406,170,25,1,110.84,0.1
407,170,19,3,249.49,0.1
408,170,7,5,54.0,0.05
409,170,30,2,34.5,0
410,171,5,5,208.06,0
411,171,15,4,186.42,0
412,171,17,5,182.53,0
413,172,15,2,186.42,0.1
414,172,6,5,110.86,0.15
415,173,25,2,110.84,0
416,173,16,3,245.64,0
417,174,13,4,38.88,0
418,174,16,1,245.64,0.15
419,174,30,3,34.5,0
420,175,19,4,249.49,0.15
421,175,18,4,90.87,0
422,175,6,5,110.86,0.15
423,176,17,3,182.53,0
424,176,13,4,38.88,0.05
425,177,8,5,314.61,0.15
426,177,3,3,84.51,0
427,178,22,2,195.36,0.05
428,179,16,4,245.64,0
429,179,7,2,54.0,0
430,179,19,2,249.49,0.1
431,179,6,5,110.86,0
432,180,9,2,91.0,0.1
433,180,30,4,34.5,0.1
434,181,15,4,186.42,0.05
435,181,20,2,112.54,0
436,182,20,5,112.54,0
437,182,22,2,195.36,0.15
438,183,8,4,314.61,0.05
439,184,27,2,168.64,0.05
440,184,5,5,208.06,0.1
441,184,20,1,112.54,0.1
442,184,4,5,255.55,0
443,185,29,4,155.29,0.1
444,186,8,4,314.61,0
445,186,26,5,266.19,0.15
446,186,16,5,245.64,0
447,186,25,4,110.84,0
448,187,9,1,91.0,0.1
449,187,7,5,54.0,0
450,187,1,5,227.98,0
451,187,23,4,163.2,0.15
452,188,14,5,162.75,0
453,188,21,3,146.97,0.1
454,189,22,2,195.36,0.05
455,189,13,5,38.88,0.1
456,189,25,4,110.84,0
457,190,19,4,249.49,0.15
458,190,12,2,204.04,0.15
459,190,25,1,110.84,0.15
460,191,17,3,182.53,0.1
461,191,13,5,38.88,0.15
462,192,26,1,266.19,0
463,193,12,5,204.04,0
464,193,3,4,84.51,0.05
465,194,25,2,110.84,0.15
466,195,7,5,54.0,0.1
467,195,2,5,192.11,0.15
468,195,26,2,266.19,0.1
469,196,6,1,110.86,0
470,197,19,1,249.49,0
471,197,7,5,54.0,0
472,197,17,5,182.53,0.1
473,197,1,3,227.98,0
474,198,15,4,186.42,0.1
475,198,30,1,34.5,0
476,199,17,3,182.53,0
477,200,23,5,163.2,0.05
478,200,15,2,186.42,0
479,200,13,4,38.88,0.15
480,201,3,2,84.51,0.15
481,201,13,2,38.88,0
482,201,21,4,146.97,0
483,202,3,3,84.51,0
484,202,13,5,38.88,0
485,202,22,4,195.36,0
486,203,16,2,245.64,0
487,203,24,2,257.36,0
488,204,5,1,208.06,0
489,204,25,4,110.84,0.1
490,204,4,1,255.55,0.1
491,205,16,3,245.64,0.05
492,205,29,2,155.29,0.1
493,205,19,3,249.49,0.05
494,206,16,3,245.64,0.05
495,206,18,2,90.87,0.05
496,206,2,1,192.11,0.15
497,206,17,5,182.53,0.05
498,207,13,1,38.88,0
499,207,19,3,249.49,0.1
500,208,8,5,314.61,0
501,208,9,3,91.0,0
502,208,16,4,245.64,0.05
503,209,9,2,91.0,0.1
504,209,15,2,186.42,0
505,209,6,3,110.86,0
506,209,19,5,249.49,0.05
507,210,16,1,245.64,0
508,210,26,4,266.19,0.05
509,211,13,1,38.88,0.15
510,212,15,3,186.42,0
511,213,12,1,204.04,0
512,213,1,5,227.98,0
513,213,14,5,162.75,0.1
514,214,25,1,110.84,0.05
515,214,24,5,257.36,0
516,214,15,4,186.42,0.15
517,214,29,2,155.29,0
518,215,28,3,120.31,0
519,215,30,3,34.5,0
520,215,3,3,84.51,0.15
521,215,6,3,110.86,0.1
522,216,24,4,257.36,0.05
523,216,19,2,249.49,0
524,216,17,1,182.53,0
525,217,7,2,54.0,0.05
526,218,1,4,227.98,0.1
527,219,3,4,84.51,0
528,219,21,2,146.97,0
529,220,17,2,182.53,0
530,220,27,1,168.64,0.15
531,221,18,5,90.87,0
532,221,15,5,186.42,0.1
533,221,5,4,208.06,0.15
534,222,30,5,34.5,0
535,222,12,1,204.04,0.05
536,222,16,3,245.64,0
537,223,17,2,182.53,0
538,224,25,4,110.84,0
539,224,16,5,245.64,0
540,224,10,1,138.55,0.1
541,224,1,3,227.98,0
542,225,23,4,163.2,0.05
543,225,24,2,257.36,0
544,226,10,5,138.55,0
545,226,21,4,146.97,0
546,226,24,1,257.36,0
547,227,9,2,91.0,0
548,227,23,1,163.2,0
549,227,20,1,112.54,0.1
550,227,16,1,245.64,0
551,228,24,2,257.36,0
552,228,1,4,227.98,0
553,228,8,3,314.61,0.05
554,228,3,3,84.51,0.05
555,229,27,2,168.64,0
556,230,6,3,110.86,0.05
557,230,7,1,54.0,0
558,230,29,2,155.29,0.05
559,230,27,4,168.64,0
560,231,17,2,182.53,0.05
561,232,24,5,257.36,0.1
562,233,12,1,204.04,0.15
563,233,29,2,155.29,0
564,234,19,2,249.49,0
565,234,4,1,255.55,0.1
566,234,13,4,38.88,0.15
567,235,16,5,245.64,0
568,235,3,1,84.51,0
569,236,5,4,208.06,0
570,237,24,4,257.36,0
571,237,7,2,54.0,0
572,237,1,1,227.98,0.05
573,237,23,4,163.2,0.1
574,238,18,3,90.87,0.15
575,238,12,4,204.04,0
576,239,15,3,186.42,0.1
577,239,10,3,138.55,0.05
578,240,25,3,110.84,0.15
579,240,20,1,112.54,0.15
580,240,8,5,314.61,0.05
581,241,11,3,65.78,0
582,241,14,1,162.75,0.1
583,241,21,1,146.97,0
584,242,16,2,245.64,0
585,243,17,3,182.53,0
586,243,20,3,112.54,0
587,243,23,5,163.2,0.15
588,243,19,1,249.49,0
589,244,15,1,186.42,0
590,245,17,1,182.53,0
591,245,2,1,192.11,0
592,245,24,5,257.36,0
593,246,7,5,54.0,0.15
594,246,17,2,182.53,0.1
595,246,22,5,195.36,0.05
596,246,8,1,314.61,0.15
597,247,29,2,155.29,0.1
598,247,4,4,255.55,0.1
599,247,6,3,110.86,0.15
600,247,26,2,266.19,0.1
601,248,28,4,120.31,0.15
602,248,12,3,204.04,0.1
603,248,14,2,162.75,0.1
604,249,12,1,204.04,0.15
605,249,15,1,186.42,0
606,249,13,5,38.88,0
607,250,7,3,54.0,0
608,250,28,3,120.31,0.1
609,251,4,4,255.55,0
610,251,2,2,192.11,0
611,252,26,5,266.19,0.05
612,252,10,5,138.55,0
613,252,3,1,84.51,0.15
614,253,20,3,112.54,0
615,254,30,3,34.5,0
616,255,24,5,257.36,0
617,255,21,4,146.97,0
618,256,11,2,65.78,0
619,256,17,1,182.53,0.15
620,257,8,4,314.61,0
621,258,16,5,245.64,0.15
622,259,25,5,110.84,0
623,259,23,4,163.2,0.05
624,259,5,5,208.06,0
625,259,16,5,245.64,0.1
626,260,11,1,65.78,0
627,260,22,4,195.36,0.05
628,260,30,3,34.5,0
629,260,19,2,249.49,0
630,261,20,2,112.54,0
631,261,5,3,208.06,0
632,261,15,1,186.42,0
633,261,2,1,192.11,0
634,262,10,4,138.55,0.05
635,263,7,5,54.0,0
636,263,18,5,90.87,0.05
637,264,13,5,38.88,0.15
638,265,7,5,54.0,0
639,265,26,1,266.19,0.05
640,265,23,1,163.2,0
641,266,1,3,227.98,0.15
642,267,29,3,155.29,0.05
643,268,18,1,90.87,0
644,268,30,5,34.5,0
645,268,23,3,163.2,0.05
646,268,1,4,227.98,0.15
647,269,21,5,146.97,0
648,269,10,1,138.55,0.15
649,269,8,3,314.61,0.05
650,270,11,4,65.78,0.15
651,270,29,2,155.29,0
652,271,14,5,162.75,0
653,271,8,4,314.61,0
654,272,7,2,54.0,0.1
655,272,21,5,146.97,0.15
656,273,14,2,162.75,0.15
657,273,30,5,34.5,0
658,274,6,3,110.86,0
659,275,15,3,186.42,0
660,275,24,2,257.36,0
661,275,30,2,34.5,0
662,276,20,2,112.54,0.15
663,276,8,1,314.61,0
664,277,23,4,163.2,0.05
665,277,21,4,146.97,0
666,277,12,2,204.04,0
667,277,6,2,110.86,0
668,278,25,1,110.84,0
669,278,7,4,54.0,0.1
670,279,25,4,110.84,0.15
671,279,2,3,192.11,0.05
672,279,20,5,112.54,0.15
673,279,24,5,257.36,0.1
674,280,27,5,168.64,0.1
675,280,29,4,155.29,0.15
676,280,2,1,192.11,0.1
677,280,8,4,314.61,0.1
678,281,29,3,155.29,0.05
679,281,10,2,138.55,0.05
680,281,25,3,110.84,0.1
681,281,27,1,168.64,0.15
682,282,24,5,257.36,0
683,283,1,2,227.98,0.05
684,283,6,1,110.86,0
685,283,15,3,186.42,0.15
686,283,19,2,249.49,0.15
687,284,21,4,146.97,0.15
688,284,12,5,204.04,0.1
689,284,3,2,84.51,0.05
690,284,17,5,182.53,0.05
691,285,6,2,110.86,0
692,285,28,1,120.31,0.05
693,286,4,2,255.55,0
694,286,29,1,155.29,0.1
695,287,18,4,90.87,0
696,287,26,2,266.19,0.1
697,287,1,4,227.98,0.05
698,287,20,4,112.54,0.05
699,288,20,2,112.54,0
700,288,21,2,146.97,0
701,288,18,1,90.87,0.15
702,289,11,1,65.78,0
703,289,30,4,34.5,0
704,289,3,2,84.51,0.15
705,290,30,3,34.5,0
706,290,2,3,192.11,0.05
707,290,3,1,84.51,0.05
708,291,23,3,163.2,0
709,292,20,1,112.54,0.1
710,292,2,5,192.11,0
711,293,9,5,91.0,0
712,293,17,2,182.53,0.1
713,293,19,5,249.49,0.05
714,294,23,2,163.2,0
715,294,10,1,138.55,0
716,295,14,5,162.75,0.15
717,295,2,2,192.11,0
718,295,11,2,65.78,0.15
719,295,12,3,204.04,0
720,296,25,3,110.84,0
721,296,1,4,227.98,0.15
722,296,4,5,255.55,0.1
723,297,30,4,34.5,0
724,297,22,2,195.36,0.05
725,297,16,2,245.64,0.15
726,298,30,5,34.5,0
727,298,24,5,257.36,0.15
728,298,2,3,192.11,0.1
729,298,27,5,168.64,0
730,299,27,4,168.64,0.15
731,299,1,5,227.98,0
732,299,11,5,65.78,0.1
733,300,23,1,163.2,0
734,300,28,4,120.31,0
735,300,11,4,65.78,0
736,301,6,1,110.86,0
737,301,4,1,255.55,0.05
738,301,12,5,204.04,0
739,302,30,5,34.5,0
740,302,16,3,245.64,0
741,302,24,1,257.36,0.1
742,303,13,1,38.88,0
743,303,23,3,163.2,0
744,303,28,5,120.31,0
745,303,17,3,182.53,0.05
746,304,1,3,227.98,0.15
747,304,19,2,249.49,0
748,304,25,2,110.84,0
749,305,22,2,195.36,0
750,305,4,1,255.55,0
751,305,9,5,91.0,0.1
752,305,5,5,208.06,0
753,306,23,3,163.2,0.1
754,306,26,2,266.19,0
755,307,2,1,192.11,0
756,307,5,4,208.06,0
757,307,1,1,227.98,0.05
758,307,16,4,245.64,0
759,308,20,2,112.54,0.15
760,308,12,5,204.04,0
761,308,10,4,138.55,0.1
762,308,11,2,65.78,0
763,309,16,5,245.64,0
764,309,8,3,314.61,0.05
765,309,5,2,208.06,0.15
766,309,28,3,120.31,0
767,310,12,4,204.04,0.05
768,311,17,4,182.53,0.15
769,311,4,1,255.55,0
770,312,13,5,38.88,0
771,312,19,5,249.49,0
772,312,14,4,162.75,0.05
773,312,8,1,314.61,0
774,313,18,2,90.87,0.15
775,313,23,1,163.2,0.15
776,313,8,5,314.61,0.05
777,314,27,4,168.64,0
778,315,22,5,195.36,0.05
779,316,7,2,54.0,0.1
780,317,15,3,186.42,0.05
781,317,18,5,90.87,0.1
782,318,19,3,249.49,0.05
783,318,26,3,266.19,0
784,318,30,5,34.5,0
785,319,29,1,155.29,0.15
786,319,18,5,90.87,0
787,319,2,1,192.11,0
788,320,21,4,146.97,0.05
789,320,11,4,65.78,0.1
790,320,23,2,163.2,0.15
791,320,13,2,38.88,0.05
792,321,27,3,168.64,0.15
793,321,14,2,162.75,0
794,321,5,1,208.06,0
795,322,5,4,208.06,0.05
796,322,3,5,84.51,0.05
797,322,21,5,146.97,0
798,322,26,4,266.19,0.1
799,323,14,1,162.75,0.1
800,323,20,4,112.54,0.15
801,324,2,3,192.11,0
802,324,19,5,249.49,0.05
803,324,16,1,245.64,0
804,325,17,5,182.53,0
805,326,22,5,195.36,0.1
806,327,16,4,245.64,0.1
807,328,12,1,204.04,0.15
808,328,26,5,266.19,0.15
809,328,10,3,138.55,0.15
810,328,6,5,110.86,0
811,329,22,3,195.36,0.15
812,330,17,3,182.53,0
813,330,3,2,84.51,0.1
814,331,20,2,112.54,0.1
815,332,9,2,91.0,0.05
816,332,26,2,266.19,0.1
817,333,27,4,168.64,0.05
818,333,16,2,245.64,0.15
819,334,2,1,192.11,0
820,334,21,2,146.97,0.05
821,334,9,4,91.0,0.05
822,335,16,4,245.64,0
823,335,9,3,91.0,0.05
824,335,5,4,208.06,0.15
825,335,17,3,182.53,0.1
826,336,28,3,120.31,0
827,336,14,3,162.75,0
828,336,20,1,112.54,0
829,337,24,5,257.36,0
830,337,22,5,195.36,0
831,338,22,1,195.36,0
832,339,22,4,195.36,0
833,340,1,5,227.98,0
834,341,3,5,84.51,0
835,342,29,2,155.29,0
836,342,4,3,255.55,0.05
837,343,23,3,163.2,0
838,343,29,2,155.29,0
839,343,22,3,195.36,0
840,343,25,4,110.84,0.05
841,344,3,5,84.51,0.05
842,344,16,2,245.64,0.15
843,344,30,4,34.5,0
844,344,7,2,54.0,0.1
845,345,30,4,34.5,0.15
846,346,25,4,110.84,0
847,346,15,1,186.42,0
848,346,1,4,227.98,0
849,347,17,4,182.53,0.05
850,348,1,4,227.98,0
851,348,13,5,38.88,0.1
852,349,2,5,192.11,0
853,349,21,1,146.97,0.05
854,349,3,3,84.51,0.15
855,349,12,2,204.04,0
856,350,23,1,163.2,0.15
857,350,13,3,38.88,0.05
858,350,29,1,155.29,0.15
859,351,24,5,257.36,0
860,352,16,4,245.64,0
861,352,18,1,90.87,0
862,352,27,1,168.64,0
863,353,26,5,266.19,0.05
864,353,21,5,146.97,0
865,354,16,1,245.64,0.05
866,354,21,5,146.97,0
867,355,29,3,155.29,0
868,356,27,1,168.64,0
869,357,14,4,162.75,0
870,357,11,1,65.78,0.15
871,358,25,5,110.84,0
872,358,2,3,192.11,0
873,359,18,2,90.87,0.1
874,359,6,1,110.86,0
875,359,15,1,186.42,0.15
876,360,1,1,227.98,0
877,361,14,4,162.75,0.15
878,361,23,2,163.2,0
879,361,26,2,266.19,0.15
880,362,20,1,112.54,0.1
881,362,23,2,163.2,0.15
882,363,1,1,227.98,0.1
883,363,18,1,90.87,0.1
884,363,8,3,314.61,0.1
885,363,7,5,54.0,0
886,364,26,2,266.19,0.15
887,365,2,3,192.11,0
888,366,2,5,192.11,0
889,366,4,2,255.55,0
890,366,24,4,257.36,0.1
891,366,30,1,34.5,0
892,367,14,3,162.75,0
893,367,7,1,54.0,0
894,367,24,2,257.36,0
895,368,16,5,245.64,0.05
896,369,6,4,110.86,0.15
897,369,13,2,38.88,0.15
898,369,12,3,204.04,0
899,369,5,2,208.06,0
900,370,9,2,91.0,0
901,371,8,5,314.61,0
902,371,29,5,155.29,0
903,371,10,5,138.55,0.1
904,372,28,4,120.31,0
905,372,7,1,54.0,0.15
906,372,19,4,249.49,0.15
907,372,16,2,245.64,0
908,373,30,1,34.5,0.05
909,373,19,1,249.49,0
910,374,16,1,245.64,0.05
911,374,26,4,266.19,0
912,374,23,1,163.2,0.1
913,374,27,1,168.64,0.15
914,375,8,1,314.61,0.05
915,375,21,3,146.97,0
916,375,3,4,84.51,0.1
917,376,28,4,120.31,0
918,376,23,3,163.2,0.15
919,377,17,4,182.53,0
920,377,2,5,192.11,0.1
921,377,10,5,138.55,0
922,378,24,5,257.36,0.15
923,378,30,3,34.5,0
924,378,2,1,192.11,0.05
925,379,6,1,110.86,0.1
926,379,21,2,146.97,0
927,379,18,3,90.87,0
928,380,25,2,110.84,0
929,380,24,3,257.36,0
930,381,12,3,204.04,0.05
